City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Taltal,100,CL,1596072573,75,-25.4,-70.48,286.41,0.64
Lensk,99,RU,1596072573,62,60.73,114.93,290.39,4.7
Jinchang,0,CN,1596072573,34,38.5,102.17,297.48,1.96
Sur,100,OM,1596072527,56,22.57,59.53,306.11,1.74
Leer,9,SS,1596072573,95,8.3,30.14,294.2,1.31
Strezhevoy,33,RU,1596072573,93,60.73,77.59,284.15,1.46
Lawton,1,US,1596072574,62,34.61,-98.39,304.15,5.7
Mongaguá,90,BR,1596072575,93,-24.09,-46.62,290.93,4.6
Manbij,0,SY,1596072575,47,36.53,37.95,300.15,2.6
Port Moresby,40,PG,1596072575,74,-9.44,147.18,302.15,5.1
Lata,0,PT,1596072317,82,40.16,-8.33,293.15,0.68
Somerset East,0,ZA,1596072575,51,-32.72,25.59,282.1,2.76
Myitkyina,100,MM,1596072575,95,25.38,97.4,297.23,0.28
Kachīry,0,KZ,1596072575,68,53.07,76.1,285.71,3.74
Kantilo,40,IN,1596072575,88,20.35,85.18,301.15,0.77
Anori,0,BR,1596072576,57,-3.77,-61.64,297.94,0.91
Ondjiva,0,AO,1596072577,41,-17.07,15.73,284.98,2.98
Hohhot,100,CN,1596072577,73,40.81,111.65,298.15,3.0
Hondomachi-hondo,40,JP,1596072577,74,32.45,130.2,303.15,2.6
Port Macquarie,33,AU,1596072578,64,-31.43,152.92,291.48,2.24
Pivka,5,SI,1596072578,65,45.68,14.2,300.15,1.61
San Onofre,99,CO,1596072579,86,9.74,-75.53,299.64,2.58
Linping,100,CN,1596072580,62,30.42,120.3,305.15,3.0
Todos Santos,94,MX,1596072580,79,23.45,-110.22,298.15,0.89
Chinhoyi,0,ZW,1596072580,69,-17.37,30.2,283.65,1.25
Urucará,27,BR,1596072580,50,-2.54,-57.76,298.25,0.94
Itoman,75,JP,1596072580,74,26.12,127.67,304.15,7.2
Mossamedes,0,AO,1596072580,83,-15.2,12.15,289.75,3.16
Porto-Novo,0,BJ,1596072580,83,6.5,2.6,296.85,3.21
Liverpool,99,GB,1596072461,82,53.41,-2.98,288.15,2.1
Tura,100,IN,1596072580,98,25.52,90.22,296.33,2.59
‘Ewa Beach,20,US,1596072380,43,21.32,-158.01,304.15,3.1
Agbor,21,NG,1596072580,97,6.25,6.19,294.41,1.8
Giaveno,0,IT,1596072581,83,45.05,7.35,297.04,2.83
Bama,99,NG,1596072581,75,11.52,13.69,298.45,7.1
Verkhniy Landekh,80,RU,1596072581,96,56.84,42.6,290.34,2.15
Asău,0,RO,1596072581,89,46.43,26.4,290.37,1.36
Novosheshminsk,54,RU,1596072581,75,55.07,51.23,289.29,3.48
Movileni,0,RO,1596072581,78,44.37,24.65,295.37,1.5
Horlivka,0,UA,1596072581,48,48.35,38.05,293.48,0.49
Cariamanga,1,EC,1596072581,92,-4.33,-79.55,285.3,0.9
Ukrayinka,17,UA,1596072581,82,47.92,35.35,293.15,0.83
Nakamura,0,JP,1596072581,55,32.98,132.93,305.86,0.25
Oruzgan,0,AF,1596072582,26,32.83,66.0,292.46,3.52
Betzdorf,0,DE,1596072582,85,50.78,7.88,282.59,0.89
Te Anau,100,NZ,1596072582,79,-45.42,167.72,284.89,1.6
Aklavik,75,CA,1596072582,71,68.22,-135.01,287.15,2.1
Pochutla,100,MX,1596072582,93,15.74,-96.47,298.15,0.67
Raja,64,SS,1596072583,95,8.46,25.68,291.82,2.13
San Isidro,90,PE,1596072583,77,-12.12,-77.05,289.15,3.6
Fria,100,GN,1596072583,100,10.42,-13.58,295.04,1.61
Caborca,100,MX,1596072583,83,30.58,-111.1,297.04,0.89
Mount Isa,0,AU,1596072302,28,-20.73,139.5,295.15,6.7
Yatou,0,CN,1596072584,74,37.15,122.38,298.7,2.64
Agirish,100,RU,1596072584,94,61.92,63.02,282.93,2.31
Sarakhs,0,IR,1596072584,36,36.54,61.16,297.15,1.0
Boffa,100,GN,1596072585,91,10.17,-14.03,297.19,3.61
Nome,90,US,1596072585,81,64.5,-165.41,284.15,5.1
Moranbah,0,AU,1596072585,45,-22.0,148.05,292.98,7.3
Half Moon Bay,90,US,1596072447,93,37.46,-122.43,298.15,4.6
Srednekolymsk,100,RU,1596072585,58,67.45,153.68,284.24,6.62
Itarema,0,BR,1596072587,81,-2.92,-39.92,298.6,5.68
Matagami,1,CA,1596072587,93,49.75,-77.63,290.15,2.29
Mandera,0,KE,1596072589,69,3.94,41.87,298.48,5.8
Ajdabiya,0,LY,1596072589,48,30.76,20.23,297.15,3.92
Fortuna,2,US,1596072589,79,40.6,-124.16,289.82,0.89
Nsoko,0,SZ,1596072307,72,-27.03,31.95,286.33,0.35
Mangaratiba,75,BR,1596072589,83,-22.96,-44.04,294.15,2.6
Fairbanks,1,US,1596072397,56,64.84,-147.72,293.15,2.6
Antofagasta,93,CL,1596072589,76,-23.65,-70.4,285.15,3.1
Hirado,40,JP,1596072589,74,33.36,129.55,303.15,2.6
Campo Maior,100,BR,1596072589,42,-4.83,-42.17,301.93,1.04
Xucheng,40,CN,1596072590,94,20.35,110.13,301.15,3.0
Prymors'k,0,UA,1596072590,63,46.73,36.34,295.73,2.76
Guerrero Negro,0,MX,1596072590,69,27.98,-114.06,296.13,7.14
Berdigestyakh,7,RU,1596072590,55,62.1,126.7,293.13,1.59
Middelkerke,100,BE,1596072590,93,51.16,2.84,285.15,1.0
Nabire,6,ID,1596072590,62,-3.37,135.48,303.2,0.67
Prieska,0,ZA,1596072590,51,-29.66,22.75,281.94,0.96
Panshi,0,CN,1596072591,69,42.94,126.06,298.29,2.85
Santa Rosa,100,PH,1596072592,83,14.31,121.11,301.48,1.0
Jutaí,71,BR,1596072592,87,-5.18,-68.9,297.21,0.26
Santa Cruz de la Sierra,75,BO,1596072361,25,-17.8,-63.17,292.15,5.1
Uyovu,47,TZ,1596072592,59,-3.28,31.53,290.93,2.0
Staryy Nadym,100,RU,1596072592,84,65.61,72.68,284.78,1.61
Kupang,20,ID,1596072303,48,-10.17,123.58,301.15,8.7
Ojo Caliente,90,MX,1596072592,77,22.57,-102.25,292.15,1.5
Micheweni,42,TZ,1596072594,82,-4.97,39.83,298.01,5.35
Santa Cruz de Barahona,27,DO,1596072595,70,18.21,-71.1,302.2,0.3
Cao Bang,16,VN,1596072595,78,22.67,106.25,301.27,0.52
Nueva Rosita,1,MX,1596072595,50,27.95,-101.22,304.15,6.83
Gimbi,100,ET,1596072596,100,9.17,35.83,286.65,0.64
Tarbagatay,75,RU,1596072596,77,51.48,107.36,293.15,4.0
Ranfurly,100,NZ,1596072598,80,-45.13,170.1,284.82,2.58
Xiongyue,3,CN,1596072598,71,40.18,122.12,300.1,5.58
Ucluelet,20,CA,1596072519,68,48.93,-125.55,292.59,4.6
Castlegar,0,CA,1596072599,27,49.3,-117.67,305.37,1.57
Cockburn Town,23,TC,1596072599,80,21.46,-71.14,301.59,11.02
Coahuayana Viejo,100,MX,1596072599,78,18.73,-103.68,300.36,0.12
Potiskum,82,NG,1596072600,77,11.71,11.07,298.39,6.28
Rusape,0,ZW,1596072600,80,-18.53,32.13,282.09,0.51
Bubaque,100,GW,1596072600,89,11.28,-15.83,298.47,7.54
Rantoul,1,US,1596072601,88,40.31,-88.16,300.37,1.67
Darnah,0,LY,1596072601,78,32.77,22.64,298.5,7.6
Salalah,75,OM,1596072304,100,17.02,54.09,300.15,3.1
Kindu,0,CD,1596072601,47,-2.95,25.95,293.45,0.53
Askarovo,52,RU,1596072602,77,53.34,58.51,288.15,2.0
Seoul,20,KR,1596072376,83,37.57,126.98,300.15,3.12
Ayagoz,0,KZ,1596072602,52,47.97,80.44,291.31,3.91
Birao,82,CF,1596072603,95,10.28,22.79,293.33,1.53
Isangel,40,VU,1596072276,65,-19.55,169.27,300.15,4.1
Cervo,19,ES,1596072610,95,43.67,-7.41,289.82,3.58
Tamandaré,10,BR,1596072610,75,-8.76,-35.1,296.72,5.34
Gladstone,0,AU,1596072612,37,-23.85,151.25,295.15,4.6
Cairns,0,AU,1596072388,41,-16.92,145.77,298.15,8.2
Gweru,0,ZW,1596072614,74,-19.45,29.82,282.04,2.53
Dvinskoy Bereznik,100,RU,1596072620,95,62.86,42.71,287.22,2.15
Panguna,100,PG,1596072620,84,-6.32,155.48,298.81,1.03
Katsuura,75,JP,1596072621,88,35.13,140.3,297.04,3.6
Porangatu,0,BR,1596072621,39,-13.44,-49.15,294.25,1.11
Ariguaní,12,CO,1596072621,86,10.25,-74.0,300.37,1.91
Atar,0,MR,1596072621,41,20.52,-13.05,301.72,3.93
Abu Dhabi,47,AE,1596072621,75,24.47,54.37,306.15,1.5
Tezu,100,IN,1596072622,87,27.92,96.17,297.1,0.24
Gouyave,20,GD,1596072622,83,12.16,-61.73,301.15,7.2
Bolitoc,100,PH,1596072622,90,15.74,119.88,298.42,3.86
Jalu,0,LY,1596072622,44,29.03,21.55,298.17,2.24
Durango,100,MX,1596072337,73,24.83,-104.83,293.61,4.81
Isla Mujeres,75,MX,1596072624,79,21.23,-86.73,302.15,5.22
Luwingu,0,ZM,1596072624,86,-10.26,29.93,283.61,1.61
Camacha,75,PT,1596072541,68,33.08,-16.33,294.15,4.1
Orgovány,2,HU,1596072624,78,46.75,19.47,295.93,2.0
Vila Franca do Campo,75,PT,1596072624,94,37.72,-25.43,295.15,4.6
Mitchell,1,US,1596072625,61,43.71,-98.03,300.15,6.2
Pesaro,0,IT,1596072625,82,43.9,12.89,297.59,0.89
Vredendal,0,ZA,1596072625,86,-31.67,18.5,282.59,1.37
Oxelösund,75,SE,1596072625,93,58.67,17.1,287.15,8.2
Nara,75,JP,1596072625,74,34.69,135.8,302.15,3.6
Kurumkan,98,RU,1596072629,70,54.3,110.3,295.8,1.34
Tambura,86,SS,1596072629,96,5.6,27.47,292.36,0.95
Mingshui,0,CN,1596072630,60,36.72,117.5,304.26,2.9
Nagato,20,JP,1596072630,88,34.38,131.2,301.15,2.1
Semkhoz,75,RU,1596072631,88,56.28,38.07,290.15,4.0
Pangkalanbuun,80,ID,1596072621,64,-2.68,111.62,301.52,2.14
Horn Lake,75,US,1596072631,83,34.96,-90.03,300.93,4.1
Bandarbeyla,0,SO,1596072632,72,9.49,50.81,299.05,11.11
Clyde,82,US,1596072632,87,41.3,-82.98,298.71,2.8
Oodweyne,4,SO,1596072632,65,9.41,45.06,294.54,5.57
Kerema,96,PG,1596072633,86,-7.96,145.78,299.09,6.06
Mount Gambier,90,AU,1596072633,100,-37.83,140.77,281.15,2.04
Japura,75,ID,1596072548,78,-0.32,102.35,298.99,0.92
Maţāy,0,EG,1596072633,61,28.42,30.78,298.77,6.24
Carahue,100,CL,1596072634,100,-38.7,-73.17,275.15,1.5
Vanimo,59,PG,1596072640,63,-2.67,141.3,303.3,3.0
Najrān,40,SA,1596072641,61,17.49,44.13,298.15,4.1
Horadiz,13,AZ,1596072641,73,39.45,47.34,296.15,6.2
The Pas,1,CA,1596072641,53,53.83,-101.25,298.15,4.1
Salisbury,90,GB,1596072641,87,51.07,-1.8,287.04,1.5
Steinbach am Taunus,3,DE,1596072641,62,50.17,8.57,294.26,3.1
Peterongan,6,ID,1596072641,54,-7.54,112.28,300.09,3.21
Magadan,74,RU,1596072642,40,59.57,150.8,290.27,7.19
Matale,56,LK,1596072642,85,7.47,80.62,296.31,2.91
Phuket,75,TH,1596072447,94,8.0,98.25,303.15,1.0
